AAG ORDER NUMBER,CUSTOMER NAME,ORDER DATE PO RECEIVED,CUSTOMER ALT PO,AAG SEASON,CUSTOMER SEASON,DROP,MONTH,RANGE / COLLECTION,PROMO GROUP / CAMPAIGN (HOT 30/GLOBAL EDIT,CATEGORY,PATTERN ID,MAKE OR BUY,PLANNER,ORIGINAL ALIAS/RELATED ITEM,PRICING ALIAS/RELATED ITEM,ALIAS/RELATED ITEM,CUSTOMER STYLE,CUSTOMER''S COLOUR CODE (CUSTOM FIELD) CUSTOMER PROVIDES THIS,ACTIVE,All,Multiple Items,FACILITY CODE,BULK AGREEMENT NUMBER,Sum of TOTAL QTY,BULK AGREEMENT DESCRIPTION,CUSTOMER CODE,CO NUMBER - INITIAL DISTRO,CO NUMBER (INITIAL DISTRO),CO NUMBER (ALLOCATION DISTRO),CO NUMBER - ALLOCATION DISTRO,PO NUMBER,AAG SEASON CODE,INFOR MAKE/BUY CODE,PLANNER2,ITEM TYPE CODE,INFOR ITEM TYPE CODE,PRODUCT GROUP CODE,MAKE/BUY CODE,INFOR PRODUCT GROUP CODE,ITEM GROUP CODE,STYLE DESCRIPTION,INFOR ITEM GROUP CODE,GENDER GROUP CODE,INFOR GENDER GROUP CODE,FABRIC TYPE CODE,INFOR FABRIC TYPE CODE,CUSTOMER COLOUR DESCRIPTION,UNIT OF MEASURE,INFOR COLOUR CODE,XXXS,XXS,XS,S,S/M,M,M/L,L,L/XL,XL,XXL,XXXL,0,2,4,6,8,10,12,14,16,18,20,0-3M,3-6M,6-9M,9-12M,12-18M,18-24M,2T,3T,4T,5T,6T,30/30,30/32,32/30,32/32,34/30,34/32,36/30,36/32,32C,32D,32DD,34C,34D,34DD,36C,36D,36DD,OS,ONE SIZE,0w,10w,12w,1X,2/3,22,24,26,27,28,28-30L,29,2w,2X,2XL,30,30-30L,30-31L,30-32L,30X30,31,31/30,31/32,31-30L,31-31L,31-32L,31X30,32,32/34,32/36,32-30L,32-31L,32-32L,32DDD,32X30,33,33/30,33/32,33-30L,33-31L,33-32L,34,34/34,34-30L,34-31L,34-32L,34DDD,34X30,35,35/30,35/32,35-30L,35-31L,35-32L,36,36/34,36-30L,36-31L,36-32L,36DDD,36X30,38,38/30,38/32,38/34,38/36,38-30L,38-31L,38-32L,38C,38D,38DD,38DDD,38X30,3X,3XL,4/5,40,40/30,40/32,40-30L,40-31L,40X30,42,44,46,48,4w,4X,4XL,4XT,5,50,52,54,56,58,6/7,60,6w,7,8w,9,L(10-12),L(14-16),M(10-12),M(8-10),S(6-8),TOTAL QTY,ORDER TYPE,DESTINATION,DESTINATION WAREHOUSE,ALLOCATION (CHANNEL),SHOP NAME,COLLECTION DELIVERY,SHOP CODE,TRACKING NUMBER,ETA CUSTOMER WAREHOUSE DATE,EX FACTORY DATE,DELIVERY TERMS,PLANNED DELIVERY METHOD,DELIVERY CODE (MODL),NOTES,VALIDATION,VALIDATION2,VALIDATION3,VALIDATION4,CUSTOMER PRICE,USA ONLY LSTP 75% EX WORKS,EX WORKS (USD),ADMINISTRATION FEE,DESIGN FEE,FX CHARGE,HANDLING,PNP,SURCHARGE FEE,DISCOUNT,FINAL FOB (USD),HS CODE,US DUTY RATE,US DUTY,FREIGHT,US TARIFF RATE,US TARIFF,DDP US (USD),UK DUTY RATE,UK FREIGHT,UK INSURANCE,UK CIF,UK DUTY,DDP UK (USD),CAN DUTY RATE,CAN DUTY,DDP CAN (USD),SMS PRICE USD,FINAL PRICES Y/N,NOTES FOR PRICE,PRICING NOTES,Delta,Warehouse,ORTP (ORDER TYPE),Longson Alias,BUAR (BUSINESS AREA UNIT),ADID,record_uuid
GRE-02755,GREYSON CLOTHIERS,28/06/2023,,2024 SPRING,2024 SPRING,SUMMER,,,,,,MANUFACTURED,,,,,MSP24B01,,,,,,,,,,,,,,3431,,,,,,,,,,MONTAUK TROUSER,,,,,,733 - FESCUE,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,37,,41,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,4,,,,,,,,,24,,,,,4,,,,,,,,16,,,,,6,,,,,,,,15,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,ACTIVE,"WHIPLASH, OH",,,,,,,5/05/2024 0:00,8/03/2024 0:00,DDP,SEA,,ADDED 29.6.23; PLANNED DELIVERY METHOD & EX FACTORY DATE UPDATED 22.01.24,3431MSP24B01733 - FESCUE200,,,,,20.46,27.28,0.2,,0.61,0.1,,,,28.19,6103.43.15.20,0.282,5.77,,0.075,1.53,35.5,,,,,,,,,,53.25,y,PRICE ADDED 12.19,,,,,,,,772BA26C-D5C5-411B-8A91-4B36D6FC0CB8
GRE-02757,GREYSON CLOTHIERS,28/06/2023,,2024 SPRING,2024 SPRING,SUMMER,,,,,,MANUFACTURED,,,,,MSP24B03,,,,,,,,,,,,,,3431,,,,,,,,,,SEQUOIA TROUSER,,,,,,262 - STONE,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,37,,41,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,3,,,,,,,,,24,,,,,5,,,,,,,,16,,,,,5,,,,,,,,15,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,ACTIVE,"WHIPLASH, OH",,,,,,,5/05/2024 0:00,8/03/2024 0:00,DDP,SEA,,ADDED 29.6.23; PLANNED DELIVERY METHOD & EX FACTORY DATE UPDATED 22.01.24,3431MSP24B03262 - STONE200,,,,,37.33,49.77,0.2,,0.61,0.1,,,,50.68,6103.43.15.20,0.282,10.53,,0.075,2.8,64.01,,,,,,,,,,96.015,y,PRICE ADDED 12.19,,,,,,,,E7219B3B-426B-48C1-946E-AE7AD8C866AC
GRE-02758,GREYSON CLOTHIERS,28/06/2023,,2024 SPRING,2024 SPRING,SUMMER,,,,,,MANUFACTURED,,,,,MSP24B61,,,,,,,,,,,,,,3431,,,,,,,,,,AIR LITE NIGHTWOLF JOGGER,,,,,,428 - FALCON,PCE,,,,,22,,64,,66,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,ACTIVE,"WHIPLASH, OH",,,,,,,5/05/2024 0:00,8/03/2024 0:00,DDP,SEA,,ADDED 29.6.23; STYLE NUMBER & DESCRIPTION UPDATED 25.08.23; PLANNED DELIVERY METHOD & EX FACTORY DATE UPDATED 22.01.24; STYLE DESCRIPTION UPDATED 20.02.24,3431MSP24B61428 - FALCON200,,,,,25.33,33.77,0.2,,0.61,0.1,,,,34.68,6103.43.15.20,0.282,7.14,,0.075,1.9,43.72,,,,,,,,,,65.58,y,PRICE ADDED 12.19,,,,,,,,556D86A9-6F61-420A-8CA4-6C81B4783442
GRE-02759,GREYSON CLOTHIERS,7/12/2022,,,2023 FALL,DROP 02,,REORDER,,,,MANUFACTURED,,,,,MSP23B26,,,,,,,,,,,,,,3147,,,,,,,,,,"8"" MONTAUK SHORT",,,,,,417 - MALTESE BLUE,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,15,,,,,,,65,,,,,,,,20,,,,,,66,,,,,,,,,,,,,60,,,,,,,40,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2023 0:00,2/06/2023 0:00,DDP,SEA,,ADDED 8.12.22 UPDATED SEASON AND DROP 10.1.23 UPDATED SHIPMODE 15.5.23,3147MSP23B26417 - MALTESE BLUE300,,,,,16.06,21.41,0.2,,0.61,0.1,,,,22.32,6103.43.15.50,0.282,4.53,,0.075,1.2,28.05,,,,,,,,,,42.075,Y, PRICES CONFIRMED 15.3.23,,,,,,,,E904505D-F71C-4408-B79A-91CD6028787A
GRE-02760,GREYSON CLOTHIERS,7/12/2022,,,2023 FALL,DROP 02,,REORDER,,,,MANUFACTURED,,,,,MSP23B26,,,,,,,,,,,,,,3147,,,,,,,,,,"8"" MONTAUK SHORT",,,,,,100 - ARCTIC,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,22,,,,,,,65,,,,,,,,67,,,,,,52,,,,,,,,,,,,,48,,,,,,,25,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2023 0:00,2/06/2023 0:00,DDP,SEA,,ADDED 8.12.22 UPDATED SEASON AND DROP 10.1.23 UPDATED SHIPMODE 15.5.23,3147MSP23B26100 - ARCTIC300,,,,,16.06,21.41,0.2,,0.61,0.1,,,,22.32,6103.43.15.50,0.282,4.53,,0.075,1.2,28.05,,,,,,,,,,42.075,Y, PRICES CONFIRMED 15.3.23,,,,,,,,87CFF4CE-8044-4FD6-98D8-0564D3D78674
GRE-02761,GREYSON CLOTHIERS,7/12/2022,,,2023 FALL,DROP 02,,,,,,MANUFACTURED,,,,,MFA23B26,,,,,,,,,,,,,,3160,,,,,,,,,,"8"" MONTAUK SHORT",,,,,,822 - ORCHARD,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,9,,,,,,,45,,,,,,,,25,,,,,,58,,,,,,,20,,,,,,50,,,,,,,23,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2023 0:00,30/06/2023 0:00,DDP,SEA,,ADDED 8.12.22 UPDATED QTY 4.1.23 UPDATED QTY 13.2.23 UPDATED SHIPMODE 15.5.23,3160MFA23B26822 - ORCHARD250,,,,,16.06,21.41,0.2,,0.61,0.1,,,,22.32,6103.43.15.50,0.282,4.53,,0.075,1.2,28.05,,,,,,,,,,42.075,Y,SN UPDATE PRICE 22.2.23 PRICES CONFIRMED 22.5.23,,,,,,,,591A877D-AE8A-41E5-B03E-A9774C4D17B0
GRE-02762,GREYSON CLOTHIERS,28/06/2023,,2024 SPRING,2024 SPRING,SUMMER,,,,,,MANUFACTURED,,,,,MSP24B68,,,,,,,,,,,,,,3431,,,,,,,,,,WAINSCOTT SHORT,,,,,,729 - JELLYFISH,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,8,,,,,,,48,,,,,,,,26,,,,,,58,,,,,,,14,,,,,,52,,,,,,,23,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,ACTIVE,"WHIPLASH, OH",,,,,,,5/05/2024 0:00,3/03/2024 0:00,DDP,SEA,,ADDED 29.6.23; PLANNED DELIVERY METHOD & EX FACTORY DATE UPDATED 22.01.24,3431MSP24B68729 - JELLYFISH250,,,,,24.65,32.86,0.2,,0.61,0.1,,,,33.77,6203.43.90.30,0.279,6.88,,0.075,1.85,42.5,,,,,,,,,,63.75,y,PRICE ADDED 12.19,,,,,,,,722146C6-EB17-4B45-B6CD-C48B500C9455
GRE-02763,GREYSON CLOTHIERS,28/06/2023,,2024 SPRING,2024 SPRING,SUMMER,,,,,,MANUFACTURED,,,,,MSP24B23,,,,,,,,,,,,,,3431,,,,,,,,,,SEQUOIA SHORT,,,,,,262 - STONE,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,11,,,,,,,75,,,,,,,,38,,,,,,96,,,,,,,22,,,,,,85,,,,,,,39,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,ACTIVE,"WHIPLASH, OH",,,,,,,5/05/2024 0:00,8/03/2024 0:00,DDP,SEA,,ADDED 29.6.23; PLANNED DELIVERY METHOD & EX FACTORY DATE UPDATED 22.01.24,3431MSP24B23262 - STONE400,,,,,26.72,35.62,0.2,,0.61,0.1,,,,36.53,6103.43.15.50,0.282,7.54,,0.075,2,46.07,,,,,,,,,,69.105,y,PRICE ADDED 12.19,,,,,,,,41F08781-1454-4783-9EA9-3CB7D31D6F14
GRE-02764,GREYSON CLOTHIERS,28/06/2023,,2024 SPRING,2024 SPRING,SUMMER,,,,,,MANUFACTURED,,,,,MSP24B25,,,,,,,,,,,,,,3431,,,,,,,,,,ARENAC SPORT SHORT,,,,,,428 - FALCON,PCE,,,,,23,,62,,67,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,ACTIVE,"WHIPLASH, OH",,,,,,,5/05/2024 0:00,8/03/2024 0:00,DDP,SEA,,ADDED 29.6.23 UPDATED STYLE NAME 17.7.23; STYLE DESCRIPTION UPDATED 07.11.23; PLANNED DELIVERY METHOD & EX FACTORY DATE UPDATED 22.01.24,3431MSP24B25428 - FALCON200,,,,,18.07,24.09,0.2,,0.61,0.1,,,,25,6203.43.90.30,0.279,5.04,,0.075,1.36,31.4,,,,,,,,,,47.1,y,PRICE ADDED 12.19,,,,,,,,6F11B8DE-7BA6-44FE-BDC9-904865431F32
GRE-02765,GREYSON CLOTHIERS,28/06/2023,,2024 SPRING,2024 SPRING,SUMMER,,,,,,MANUFACTURED,,,,,MSP24T39,,,,,,,,,,,,,,3431,,,,,,,,,,SUPERIOR SWIM SHORT,,,,,,417 - MALTESE BLUE,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,64,,,,,,,67,,,,,,,,35,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,CANCELLED,"WHIPLASH, OH",,,,,,,5/05/2024 0:00,5/03/2024 0:00,DDP,AIR/SEA SPLIT,,ADDED 29.6.23 UPDATED STYLE NUMBER AND NAME 12.7.23 UPDATED SIZE BREAK 1.8.23; CANCELLED 08.09.23,3431MSP24T39417 - MALTESE BLUE0,,,,,0,,0.2,,0.61,0.1,,,,0.91,,,0,,0.075,0,0.91,,,,,,,,,,1.365,,,,,,,,,,AB5AF09B-05CA-47EC-8A84-27D3E22A1EC1
GRE-02766,GREYSON CLOTHIERS,28/06/2023,,2024 SPRING,2024 SPRING,SUMMER,,,,,,MANUFACTURED,,,,,MSP24T39,,,,,,,,,,,,,,3431,,,,,,,,,,SUPERIOR SWIM SHORT,,,,,,428 - FALCON,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,64,,,,,,,67,,,,,,,,35,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,ACTIVE,"WHIPLASH, OH",,,,,,,5/05/2024 0:00,8/03/2024 0:00,DDP,SEA,,ADDED 29.6.23 UPDATED STYLE NUMBER AND NAME 12.7.23 UPDATED SIZE BREAK 1.8.23; PLANNED DELIVERY METHOD & EX FACTORY DATE UPDATED 22.01.24,3431MSP24T39428 - FALCON200,,,,,21.24,28.32,0.2,,0.61,0.1,,,,29.23,6112.31.00.10,0.259,5.5,,0.075,1.59,36.32,,,,,,,,,,54.48,y,PRICE ADDED 12.19,,,,,,,,45381AFA-EDCD-4B0E-9338-DDEB940160D4
GRE-02767,GREYSON CLOTHIERS,28/06/2023,,2024 SPRING,2024 SPRING,SUMMER,,,,,,MANUFACTURED,,,,,MSP24T39B,,,,,,,,,,,,,,3431,,,,,,,,,,DITCH PLAINS SUPERIOR SWIM SHORT,,,,,,643 - OCEAN,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,64,,,,,,,67,,,,,,,,35,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,ACTIVE,"WHIPLASH, OH",,,,,,,5/05/2024 0:00,8/03/2024 0:00,DDP,SEA,,ADDED 29.6.23 UPDATED STYLE NUMBER AND NAME 12.7.23 UPDATED SIZE BREAK 1.8.23; PLANNED DELIVERY METHOD & EX FACTORY DATE UPDATED 22.01.24,3431MSP24T39B643 - OCEAN200,,,,,28.75,38.33,0.2,,0.61,0.1,,,,39.24,6112.31.00.10,0.259,7.45,,0.075,2.16,48.85,,,,,,,,,,73.275,y,PRICE ADDED 12.19,,,,,,,,B3453C31-212B-49BB-A27B-440740337CA3
GRE-02768,GREYSON CLOTHIERS,28/06/2023,,2024 SPRING,2024 SPRING,SUMMER,,,,,,MANUFACTURED,,,,,MSP24T40D,,,,,,,,,,,,,,3431,,,,,,,,,,FREE TO BE TORCH SWIM SHORT,,,,,,428 - FALCON,PCE,,,,,23,,64,,67,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,ACTIVE,"WHIPLASH, OH",,,,,,,5/05/2024 0:00,8/03/2024 0:00,DDP,SEA,,ADDED 29.6.23; PLANNED DELIVERY METHOD & EX FACTORY DATE UPDATED 22.01.24,3431MSP24T40D428 - FALCON200,,,,,18.14,24.19,0.2,,0.61,0.1,,,,25.1,6211.11.10.10,0.278,5.04,,0.075,1.36,31.5,,,,,,,,,,47.25,y,PRICE ADDED 12.19,,,,,,,,01D1F27F-70E8-4E68-A3AB-B815451AF239
GRE-02769,GREYSON CLOTHIERS,28/06/2023,,2024 SPRING,2024 SPRING,SUMMER,,,,,,MANUFACTURED,,,,,MSP24T19B,,,,,,,,,,,,,,3431,,,,,,,,,,DARK FLORAL INDIAN WELLS SWIM SHORT,,,,,,417 - MALTESE BLUE,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,7,,,,,,,38,,,,,,,,21,,,,,,46,,,,,,,10,,,,,,42,,,,,,,19,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,ACTIVE,"WHIPLASH, OH",,,,,,,5/05/2024 0:00,8/03/2024 0:00,DDP,SEA,,ADDED 29.6.23; PLANNED DELIVERY METHOD & EX FACTORY DATE UPDATED 22.01.24,3431MSP24T19B417 - MALTESE BLUE200,,,,,23.9,31.86,0.2,,0.61,0.1,,,,32.77,6211.11.10.10,0.278,6.64,,0.075,1.79,41.2,,,,,,,,,,61.8,y,PRICE ADDED 12.19,,,,,,,,881CDC93-5C88-4233-977E-220650C17E85
GRE-02770,GREYSON CLOTHIERS,28/06/2023,,2024 SPRING,2024 SPRING,SUMMER,,,,,,MANUFACTURED,,,,,YSP24B53,,,,,,,,,,,,,,3431,,,,,,,,,,YOUTH SEQUOIA JOGGER,,,,,,417 - MALTESE BLUE,PCE,,,,,,,,,,,,,,,,30,41,38,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,37,,,,,,,,0,CANCELLED,"WHIPLASH, OH",,,,,,,5/05/2024 0:00,5/03/2024 0:00,DDP,AIR/SEA SPLIT,,ADDED 29.6.23 DROPPED 17.7.23,3431YSP24B53417 - MALTESE BLUE0,,,,,0,,0.2,,0.61,0.1,,,,0.91,,,0,,0.075,0,0.91,,,,,,,,,,1.365,,,,,,,,,,F88CB2B8-DCEC-4668-9725-3C9ECC1213DD
GRE-02771,GREYSON CLOTHIERS,28/06/2023,,2024 SPRING,2024 SPRING,SUMMER,,,,,,MANUFACTURED,,,,,MSP24B28,,,,,,,,,,,,,,3431,,,,,,,,,,RHODES SHORT,,,,,,417 - MALTESE BLUE,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,,,,,,,21,,,,,,,,9,,,,,,24,,,,,,,5,,,,,,21,,,,,,,10,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,ACTIVE,"WHIPLASH, OH",,,,,,,5/05/2024 0:00,3/03/2024 0:00,DDP,SEA,,ADDED 21.7.23; PLANNED DELIVERY METHOD & EX FACTORY DATE UPDATED 22.01.24,3431MSP24B28417 - MALTESE BLUE100,,,,,22.01,29.35,0.2,,0.61,0.1,,,,30.26,6203.43.90.30,0.279,6.14,,0.075,1.65,38.05,,,,,,,,,,57.075,y,PRICE ADDED 12.19,,,,,,,,ADC0D466-CE3B-4201-8758-D9D0EB078A76
GRE-02772,GREYSON CLOTHIERS,28/06/2023,,2024 SPRING,2024 SPRING,SUMMER,,,,,,MANUFACTURED,,,,,MSP24B28,,,,,,,,,,,,,,3431,,,,,,,,,,RHODES SHORT,,,,,,734 - GULL,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,,,,,,,21,,,,,,,,9,,,,,,24,,,,,,,5,,,,,,21,,,,,,,10,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,CANCELLED,"WHIPLASH, OH",,,,,,,5/05/2024 0:00,5/03/2024 0:00,DDP,AIR/SEA SPLIT,,ADDED 21.7.23; CANCELLED 25.08.23,3431MSP24B28734 - GULL0,,,,,0,,0.2,,0.61,0.1,,,,0.91,,,0,,0.075,0,0.91,,,,,,,,,,1.365,,,,,,,,,,00E2390C-B356-492D-8F29-6B1BF3BDDAE2
GRE-02773,GREYSON CLOTHIERS,28/06/2023,,2024 SPRING,2024 SPRING,SUMMER,,,,,,MANUFACTURED,,,,,MSP24B06,,,,,,,,,,,,,,3431,,,,,,,,,,RHODES PANT,,,,,,417 - MALTESE BLUE,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,23,,25,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,11,,,,,,,,,,,,,5,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,ACTIVE,"WHIPLASH, OH",,,,,,,5/05/2024 0:00,8/03/2024 0:00,DDP,SEA,,ADDED 21.7.23; PLANNED DELIVERY METHOD & EX FACTORY DATE UPDATED 22.01.24,3431MSP24B06417 - MALTESE BLUE100,,,,,31.48,41.97,0.2,,0.61,0.1,,,,42.88,6203.43.90.11,0.279,8.78,,0.075,2.36,54.02,,,,,,,,,,81.03,y,PRICE ADDED 12.19,,,,,,,,380723E9-D52F-4C3A-A91F-FA249F44CC91
GRE-02774,GREYSON CLOTHIERS,29/06/2023,,2024 SPRING,2024 SPRING,HOLIDAY ACCESSORY,,,,,,MAKE/BUY,,,,,ASP24A01,,,,,,,,,,,,,,3430,,,,,,,,,,GOAT CAMO TOTE BAG,,,,,,001 - SHEPHERD,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,ACTIVE,"WHIPLASH, OH",,,,,,,13/11/2023 0:00,30/10/2023 0:00,DDP,AIR,,ADDED 29.6.23; STYLE DESCRIPTION UPDATED & UNITS REDUCED 23.08.23; DROP UPDATED 25.08.23; UPDATED SHIPMODE 30.8.23; UNITS INCREASED 25.10.23,3430ASP24A01001 - SHEPHERD85,,,,86.4,48.59,64.79,0.2,,0.61,0.1,,,,65.7,4202.92.31.20,0.176,8.55,,0.25,12.15,86.4,,,,,,,,,,129.6,Y,price added 9.25,,,,,,,,FEC76851-1A33-4251-8C2F-027EF241F381
GRE-02775,GREYSON CLOTHIERS,11/07/2023,,2024 SPRING,2024 SPRING,ST ANDREWS WHIPLASH,,,,,,MANUFACTURED,,,,,MG23K94,,,,,,,,,,,,,,3372,,,,,,,,,,ST ANDREWS TATE 1/4 ZIP,,,,,,977 - ST. ANDREWS TARTAN,PCE,,,,,34,,68,,102,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,CANCELLED,"WHIPLASH, OH",,,,,,,22/01/2024 0:00,22/12/2023 0:00,DDP,SEA,,"ADDED 11.7.23; TYPO CORRECTED 25.08.23; SHIP MODE UPDATED 27.09.23; CUSTOMER EX-FTY DATE UPDATED 10.10.23; DROP, ETA CUSTOMER WAREHOUSE DATE, CUSTOMER EX FTY DATE UPDATED AND SIZE SPLIT REDUCED (MOVED TO PO # 3552) 16.10.23; CANCELLED (MOVED TO PO # 3552) 29.12.23",3372MG23K94977 - ST. ANDREWS TARTAN0,,,,42.92,24.31,32.41,0.2,,0.61,0.1,,,,33.32,6110.30.30.10,0.32,7.78,,0.075,1.82,42.92,,,,,,,,,,64.38,Y,PRICE ADDED 11.30,,,,,,,,A8E04360-C9B8-48B1-B9F7-5FD8D5169483
